Review Text,Review Title,ReviewRating,Review Stars
"I have bought this product many times, and I must say it works.  After sharing it with friends over the last year, they are all in agreement.I recently had some issues with a few changes that have been made, and a More Labs representative immediately reached out to me.Living in a world with many companies that care only about their bottom line, it was refreshing to experience such a high level of customer care.When taking supplements, we need to trust the companies that are providing them.  I must say that More Labs has gained my trust and I will continue to be a loyal customer.",Great Customer Service and Solid Product,15 people found this helpful,5.0 out of 5 stars
"The newest version of this is useless, they do NOT work.  I LOVED the old ones...you could totally rely on them and have a GREAT day the next day.  I made the mistake of assuming these would be the same and I was dead the next day, worthless.  I thought maybe I just drank too much even for this so tried it again the next time I went out.  I drank much less the next time and again was incredibly hung over the next day.  I'm super sad.  The last ones were a life changer.  These are junk.  Please bring back the old formula.  I used to buy these for friends and they were always so well received...and USED a lot! I won't be buying anymore of this version. :(","Bring back the old formula, PLEASE",14 people found this helpful,1.0 out of 5 stars
"I am someone who knows his way around a hangover, and I've never found any cure or preventative beyond good ol' water, so I was a bit skeptical when I saw the YouTube ad for this witch's brew, especially after reading a few reviews saying it did nothing, and even more so when I read that scientists haven't even nailed down exactly why hangovers happen.So, strictly for the sake of science, I decided to order some and put it through a good, hard test. I poured myself a 13% ABV beer, ordered some Taco Bell on Grubhub, and settled into a movie I no longer remember. You know, the kind of evening that should ruin the following day.Except...it didn't. I still woke up dehydrated, wobbly, and not yet safe to drive a car, but...no headache or nausea. At all. It's the oddest feeling when your brain half expects to throw up, but your body says, ""nope, we're good."" As I'm writing this, I'm still in the middle of what should be a nasty morning of punishment for last night's bender, but instead I feel like I could go run a 5K before breakfast. As one other reviewer said, I might actually feel *better* than if I hadn't drunk anything at all.Hangovers are probably different for everyone, which might explain why the reviews are so divided. But for me, Morning Recovery was a gift from Bacchus. It truly did recover my otherwise lost morning. What does it taste like? Who cares? For an effect like this, I'd drink 100mL of my dog's pee (but it's actually fairly pleasant). Give it a try!","Holy crap, this stuff is miraculous.",10 people found this helpful,5.0 out of 5 stars
"I had my hopes up high for this and was let down.  I have tried it three times all three times have failed over a course of two weeks.Try #1 - My first attempt at using Morning Recovery  I don't think anything would have help and I don't blame the product for just me being stupid.  I knew I was going to drink so I chugged a bottle and got my first drink from a brand new 1-liter bottle of Johnnie Walker White Walker.  Stupid me took the bottle with me to my office and started playing dayz.  In less than two hours I drank half a liter of it not even thinking about it!  Mistakes where made, never again.  I don't recall anything that night.  I woke up the next day with an extreme hangover, nausea and a .04 BAC.Try #2 This time I paced myself and I would get a drink wait 20 mins and test my BAC and do it over till I was done, at the end of the night I was a 0.07.  I took the Morning Recovery right after my last glass.  I woke up the next day with a mild hangover and a 0.0 BAC.Try #3 This time I took the Morning Recovery before my first drink and I was drinking mix drinks, Jack and coke, old fashioned and so on.  I was not watching my BAC until the end when I was good and buzzed.  My BAC was 0.08.  Once again I woke up with a mild hangover.I sure it works for other people just not me.  I do not like the flavor of it and I would not buy this again.  I think I am going to throw away the other three bottles",Did not work for me and the taste is not that good but still drinkable.,7 people found this helpful,1.0 out of 5 stars
"UPDATE: I haven't had a hangover in years. not an endorsement for binge drinking, but I've learned that if I'm going big a night (say vacation or a wedding or something where I'm having 5 drinks or more in a 12 hrs period), I now just take a second bottle! anyone who this isn't working for, well, I just have to believe they aren't taking it correctly. You need to take it when you drink not the next day, and if you're going large, have another! Works insanely well.original post:I KNOW this is probably for folks who didn't need that extra glass of wine or beer, and need to be sharp in the morning... But I accidentally put it to the test. Full disclosure, I'm a mom who hasn't had more than one beer in a sitting bc of pregnancy and breastfeeding... The last time I had more than two drinks was almost three years ago. So, my dearest friends came to town and my darling hubby watched the babe. I drank 15 drinks (there were shots, tiki drinks, cocktails,wine, beers, you name it-i drank it). The next morning I felt shockingly okay. I walked to breakfast, ralphed (which is my 30s hangover migraine precursor), and NEVER felt poorly. Not at all. Not even a headache. Sure my body wanted to get rid of that much poison, but holy hell, no ramifications of being a bad kid all night.Definitely will use again for any time I want one more drink than I should... But will probably avoid having 13 more than I should 😂",Put it to the test and am a true believer!!!!!!!!!!,8 people found this helpful,5.0 out of 5 stars
"I’ve been trying this supplement for over a year now. My brother buys it an often slips me a bottle after we’ve been out drinking. I’ve always experienced instant nausea feelings and had to burp down and calm down so that I don’t throw up. One incident I actually threw up within twenty minutes of consuming this product. They recently came out with an updated version and I bought the 5 pack. I felt the usual nausea and found myself puking the entire morning afterwards. I never throw up from drinking and this wasn’t even my usual night of drinking. I wouldn’t purchase this product again. If you have a sensitive stomach, this might not be the best remedy for you. I do have other friends who enjoy this product and don’t experience these symptoms but one friend of mine does get the exact same reaction. Roll the die...",Roll the dice if you’re feeling lucky,8 people found this helpful,2.0 out of 5 stars
"I was a HUGE fan of Morning Recovery’s first version. I used it August 2019 on my honeymoon cruise and felt like it literally saved my life and allowed me to enjoy a week with zero hangovers, even with hard liquor. However, this new formulation is a big fail. The flavor is pretty gross - I think last year I had a peachy flavor? It only comes in lemon now and it’s barely palatable. I’ve used it twice now after just drinking beer. It doesn’t work like it used to. It may have had a small effect but nothing near the way it used to. I’m super bummed because I swore by this product and recommended it to my friends, but I can’t do that any more.",New formulation gets a thumbs down,5 people found this helpful,2.0 out of 5 stars
"I love this.  It seriously works. I found our first two bottles at a drug store and thought we would try it for our wedding festivities.  We were floored with how we didn't have hangovers after our bachelor and bachelorette parties.  We bought this bulk package for the wedding itself and handed them to as many people as we could. You need to take it BEFORE the hangover.  Also make sure you pace yourself over the week.  You can't just keep taking them and getting drunk. I did that the honeymoon week and couldn't feel my big toe anymore.  I looked it up and it could have been caused by alcohol poisoning or cutting off circulation for too long.  The feeling came back over a few months, but just notice how much vitamin B is in this.  It's a lot of a kind that messes with your nerves.  It tastes pretty bad, but it's not enough you can't just drink it and get over it.  Chase it with your alcoholic drinks 😉",This stuff is insanely strong,4 people found this helpful,5.0 out of 5 stars
"This tastes gross. Whatever the ""update"" was it doesn't work any better, but it's now disgusting.","Tastes gross, do not buy",18 people found this helpful,1.0 out of 5 stars
"If you want to have a drink or 12 with the guys\gals, go ahead and buy a 6 pack of these. A bit pricey but you wont care when you wake up refreshed and with no awful feelings. Now it's not a magic, you will still probably get drunk and make bad decisions and wake up next to your beer goggle princess or prince but guess what!!? You wont have a headache!!! Thanks from your friends at Morning Recovery.. oh and your friends thank you also...for takin one for the team..I dont always drink!!....but when i do i use Morning Recovery.",Magic!!!!!!!,7 people found this helpful,5.0 out of 5 stars
Pretty expensive and no beneficial relief after a bottle of wine. I even drank 4 large glasses of juice during the night.  Having a background in health sciences I know for a fact that homeopathic/naturopathic 'supplements' such as these need 3x the dosage to reach an effective therapeutic dose and at $6 per bottle you are better off going to the doctor.,"NOT EFFECTIVE, purely placebo",6 people found this helpful,1.0 out of 5 stars
"I saw this at a local drug store while on vacation and figured I'd pick one up. I drink 3-4 days a week. While I've been trying to limit my alcohol intake, some days I just start at lunch and keep going. I'll get a good buzz but not destroyed. I'm self employed so I do not have to worry about work problems. A couple of days ago I started with the crown and diet cokes at noon. One after the other. That evening I drank some water and went to sleep. Middle of the night I went to the bathroom and had that crappy I drank too much feeling. The next morning I woke up and had the lingering feeling of a hang over. I could have pushed through my day but I would not have gotten much done. It was about a 5 out of 10 on hang overs. I remembered I had this bottle in my luggage. The lemon taste reminds me of 5 hour energy. I expected it to taste exactly as it did. There combining so much in a small package. So after taking it I do not think it was 30 minutes later, I was fine. Actually had a great day. I just ordered more. I can say 100 percent it worked for me for a mild hang over and I took it in the morning. I personally will not take it at night because I'm sensitive to some of the ingredients and don't think I can sleep on them. But one in the morning worked great. Now it I go crazy and get plastered, I may consider a night dose as well out of desperation. So I recommend it. I can't speak for a 10 out of 10 hang over. But for mild hang overs and taking in the morning only, it worked.",It definitely works and I stocked up,no rating,5.0 out of 5 stars
"I don't even know how these ingredients work with alcohol consumption - but it is literally the best thing I have ever tried!! I have tried so many different anti-hangover drinks and this one definitely takes the cake! 1,000 times better than Liquid IV! I tried the regular lemon flavor first and it seems to work the best and is the best tasting. The sugar free lemon doesn't taste a lot different but it didn't seem to work as well. The ginger flavor is honestly hard to choke down, but in a pinch - worth it as well!I'll leave you with this - I am on auto subscribe so I'm never without them. Do yourself a favor and stock up now!",Stop your search now - buy right now!!,One person found this helpful,5.0 out of 5 stars
"Impressive hangover drink. First time trying Morning Recovery, but wow it worked great. Friends brought some over before when heading to a wine bar and god knows how many glasses of wine I had that day. Obviously expecting a queasy morning and some size of headache, but nope actually nothing. Felt great. Tried it over and over again, went thru the whole box, and still great. Just be sure to follow the instructions. If you’re a bigger person or a heavy drinker, take another bottle. I’m a 5’ 11 gal and 2 works better for me than one.",Take 2 if you’re a bigger gal. Works great!,9 people found this helpful,5.0 out of 5 stars
"This product is not terribly disgusting like a lot of people say, however it did make me sick and did not help me in the morning. It ruined my night because I felt sick the whole time after I took it. I am sure people react differently to it, and I do have a more sensitive stomach sometimes, but I wish I did not buy it.",Made me sick the whole night.,5 people found this helpful,1.0 out of 5 stars
"Morning Recovery sponsors a podcast I listen to, so I decided to give it a try. Unfortunately it 100% did not work for me & may have made my symptoms far worse. I drank one before having 2 margaritas, then drank another after. I had terrible physical side effects that lasted late into the next day. I ended up throwing away the remaining bottles.  I had high hopes for this product & wish I was one of the people who benefit from using it.",Not for me,4 people found this helpful,1.0 out of 5 stars
"Too many days where my brain has worked 70% the next morning after a few glasses of wine. I frequent wine tours in Napa and first found Morning Recovery at River Terrace (nearby hotel). First experience was freaking awesome - took a bottle with my husband after spending a day gallivanting and not really expecting much. We both woke up clear-headed, and to our surprise Morning Recovery actually helped eliminate a dreadful headache I anticipated anyway.Be sure to follow the instruction and take it before bed! Massive credit to this brand actually making a difference for wine lovers like me. Incredible product.",Wine lovers salute!,7 people found this helpful,5.0 out of 5 stars
The sugar free is yucko!!!! Managed to swallow one down but didn't feel that it even helped the next day either!,Yuck taste,9 people found this helpful,1.0 out of 5 stars
"I am not getting paid to write this review. This tea is absolutely 100% exactly the best thing to cure a hangover! I am always skeptical when it comes to online reviews, however after using this during my sister‘s 21st birthday and waking up, then getting on a plane for seven hours I felt great! No pain medication or extended bathroom stays needed. Just felt a little tired but that was from lack of sleep. Even my sister who had several alcoholic beverages to say the least, says she didn’t even have a headache after drinking this tea. Be sure and drink it at night before you go to bed. Only drink one and do not refrigerate it. The taste isn’t great but compared to the hangover a head, it was worth it! I highly recommend this product.",I highly recommend this product.,One person found this helpful,5.0 out of 5 stars
"Over the course of 6.5 months, I tried 15 bottles of original flavor and 12 bottles of sugar-free. For me, this product only helps a little by itself. However, I was able to get much better results by combining it with additional DHM in capsule form (from Double Wood and sold here on Amazon). Given the relatively high price of Morning Recovery, I wish it included more DHM. Also, the sugar-free flavor is disgusting, and the metal bottle caps are an unnecessary way to trigger metal detectors at nightclubs, stadiums, and airports.",Not enough DHM,3 people found this helpful,3.0 out of 5 stars
It does help with the hangover feeling. Didnt have a headache next morning after a 50th birthday  celebration for sister but was still way tired.The taste is totally nasty and hard to get down. They really need to make it easier to go down. Almost makes you sick. Drink full.glass of water after and brush teeth to ease the gross taste..and advise dont smell before drinking. Drink as fast as you can. It will make you feel better the next day but theres got to be a better tasting product out there!,Nasty tasting but works pretty good..,3 people found this helpful,4.0 out of 5 stars
"It's quite amazing really, 3 am on a Friday night. Not really sure how I got to this point but after around 15 IPAs and a action filled night of pizza rolls and rocket league. I knew waking up in 6 hours to go to work probably wasnt my best idea of the week, let alone the day. As I was wondering if I was rolling into bed or if the room was just spinning....I remembered this little blue bottle that made promises to heal all of my  bad choices on days like these. So cracked it open and I have to say the taste is like sucking on a orange peel with kinda the taste of plain black tea.... if black tea was a pile of rotten leaves. Anyhow its not the worst thing I tasted but it was quickly forgotten by the magic this little sucker holds. When I woke up not only did I not feel like i was in a bar fight the night before blocking every punch with my face, i truly felt amazing. As if somehow this drink turned all of my IPAs into water filled it electrolytes. Would recommend to anyone who doesnt want to feel like a train wreck after a night of poor decisions.",Fixer upper of poor choices,2 people found this helpful,5.0 out of 5 stars
"I've had the opportunity to try out the very first batch of morning recovery and I've gotta say that this company truly impresses me! Their product is not a gimmick and I'd say one of the first, if not the first companies that made this type of drink. If you're an avid drinker then this 6 pack would last you quite a while but if you plan on partying non-stop, the cost of this morning recovery will add up if you're okay with it. If you haven't tried this, I recommend you trying it because you'll get hooked and you won't try anything else because the flavor is impeccable and the bottles are cool! Everything else that's on the market came after Morning Recovery and I don't think they can ever mimic their recipe.",The best there is!,3 people found this helpful,5.0 out of 5 stars
"In my industry, speed and clarity of mind matter - but so do beers! These two professional passions of mine have failed to coexist peacefully with each other so far, leading to many situations that have left me shook. I tried hangover remedies, ancient Tibetan rituals, anything that would work, but nothing would do the trick. I even tried hot yoga in an effort to ""sweat the alcohol away""! The yoga itself did not work, but my yoga instructor recommended I give morning recovery a try - and this was more useful than any downward dog or warrior pose I have ever done! I can now be sharp at work and sharp on the brews - and my drinking buddies are now FRETTING at the domination that is coming their way. I'm sprinting marathons out there folks, I hope you do too!!","Mind on fleek, liver thanks the lawd (& morning recovery)!",3 people found this helpful,5.0 out of 5 stars
I don’t know where all the 5 star reviews came from but do not waste your money . This product doesn’t work for me at all . It actually gave me a worse hangover with nausea . I drink red wine every night . I Sri k more on the weekends so I drank one dose after drinking and woke up the next day nauseous .,Not for me,2 people found this helpful,1.0 out of 5 stars
"I was pretty skeptical because Ive tried several of these types of pre party drinks and hangover preventers before with basically very little success. These I can say are the best I’ve ever tried. Pretty expensive but they work and that the main thing. Recently had started drinking vodkas after lunchtime and kept drinking into the late evening when I received an email invite from my boss to give a presentation the next day at 10am to a massive customer. Needless to say I panicked and immediately downed one of these, stupid drunk had one more drink before going to bed after 1am. I’m 47 years old so it’s not like I’m 20 something with the ability to bounce back quickly. Next day took a shower, drank some Gatorade and felt like I maybe had 2 drinks the night before. Nailed the presentation and ended up having celebratory drinks with the boss, took another one and felt good the next day as well. Worth it",These work on my 47 year old binge drinking butt,One person found this helpful,5.0 out of 5 stars
"Tried lots of hangover remedies without any of them ever working on a consistent basis.  Tried this a few times on different occasions and actually worked pretty well and consistently each time.  Tastes pretty good, but I don't try these types of remedies for their taste.  I don't care if it tasted like wet garbage, if it gets the job done, then i'll use it.  And this does get the job done pretty well, so it tasting decent was just a little side bonus.I get pretty terrible hangovers.  i feel lethargic, scatter-brained, and heightened anxiety.  I won't say that this eliminated these symptoms outright, but it did significantly reduce them to the point where i could function like a normal human being.  Worth every penny.",Works Well With Consistent Results,no rating,5.0 out of 5 stars
"Ok so, I guess you could say the hangover was not as bad. But the taste...oh my god the taste. Not sure how they get away with saying it's ""lemon flavored"". If by ""lemon"", they mean ""pureed turkey"", then yes. It tastes like liquid turkey in a bottle. (I would assume its the extremely high vitamin percentages.) It's a miracle that my 3 friends and myself didn't projectile vomit as we were drinking it. Every sip we took, we had to chase it with a bite of a taco.So really...not sure if it was the drink that helped the hangover...or just the tacos helped. *shoulder shrug*I know why they are $5 a bottle when you buy a box of 6. The bottles are glass. So save the bottles and sterilize the melted turkey smell out of them and find a way to reuse them.  Pay for presentation I suppose...",Lemon flavor LOL try liquid turkey flavor.,2 people found this helpful,3.0 out of 5 stars
"So Vegas. It’ll kill you if you’re not careful. Day swim Kaskade, Hakkasan All night, day swim Marshmallow, Martin Garrix at Omnia Til the sun comes up, and very very little sleep.But pop one of these babies before bed and you’ll be right as rain. Rain is not as nice as sunshine, but it’s better than feeling like death warmed over on day 2. I’ve also woken up on the floor and realized I had “forgotten” to take one at night. But I had one for breakfast and within an hour or so I felt much improved.How does it taste? Better than nausea and a splitting headache. And paying $6 a bottle is also better than puking and lying in bed and missing all the fun.  So pony up!  You won’t be sorry.",YES. Get hammered and live to tell!,no rating,5.0 out of 5 stars
"Was definitely a skeptic at first but I’m sold.  Overall, great product!Miss the peach flavor and lemon is terrible imo, but it’s much better than a full blown hangover :).  Tastes better refrigerated, so definitely recommend just keeping them chilled.They are definitely a bit pricy, so I tend to buy them when they’re on sale through lightning deals etc..  If they were cheaper, I’d use them way more often because I find them to be helpful even just as a vitamins and a liver support supplement.  I’d love to see them come down to $2.50 or so a pop, and I’d be more inclined to use them every other day or daily if that were the case.  Would even subscribe if that were to happen :).Although it’s probably just because this contains vitamin B, I find that they make me feel more energized while drinking, and even give me a boost if I’m not.  Give em’ a try!","Skeptic at first, now I believe!  High price is a barrier to entry, though.",no rating,5.0 out of 5 stars
I read up and I thought that it was really good. I went ahead and bought six of them and I was excited to use one I did use one it did not get rid of my headache or hangover I even tried one at night and one at morning and I still had a very bad hangover and I wasn’t drinking that much. I have a bunch left over I don’t even know what to do with them. I’m just very disappointed.,Still had hangover,no rating,1.0 out of 5 stars
"I'll start by saying this is the first Amazon review I have ever left, and I am happy to make this drink my first because it has honestly changed my life. Great for hydration and especially great if I drink a lot of alcohol.A friend of mine gave me a Morning Recovery after having drank heavily following the Patriots loss to the Dolphins a few days before New Years. The next day we woke up early and went skiing and I did not understand why I felt so good. We skid for the entire day and I never felt like I had just drank 10 drinks the night before and was up until 2 am.A few days later I was with the same friend over New Years and we were up late again. We drank beer, wine, shots , and cocktails well into the New Year and right before bed I took a Morning Recovery. In the morning it was the same things. I had one of the best full sleeps and woke up feeling great and went back up to the mountain to have another day of skiing.When I got home I ordered the 24 pack and I am now religious about drinking a Morning Labs if I drink. I am 30 and my hangovers are usually pretty painful but I never get one if I take one of these. This is a pretty great drink.",This Drink Works,One person found this helpful,5.0 out of 5 stars
"I mean let's be honest. It taste like shit but it does the trick. I swear by these things. As far as the flavor though it doesnt really matter to me, I mean when your ripping down shots and chugging BL smoothies all night a little shot of morning recovery will be the best decision you make all night.If you plan an drinking like an ass expect a slight hangover. If you drink in moderation you will be in good shape the next day.","Yes, they work.",2 people found this helpful,5.0 out of 5 stars
The product is good and when I ordered it before it arrived in good condition. HOWEVER....for some reason they thought a plastic bag would be good to use to ship 12 bottles of liquid and it showed up as a disaster with two broken bottles. For $65.99...I expect better. Was saving $0.25 on a box to ship products really a good move?,Good product. Horrible packaging. Beware.,2 people found this helpful,3.0 out of 5 stars
"Product is great, really helps when you drink at parties or events. Helps with headaches and fatigue in the morning.You would think that a great product would also have an easy to recycle bottle. Not the case here. The original formula came in nice easy to recycle glass bottles. Since then they have switched to these Type-7 (Un-recyclable Mixed-Plastics bottles), Hopefully, in the near future they can switch back to glass or at least Type-1 or Type-2 plastic bottles.","A good product, with unrecyclable packaging! Loved the old glass bottles, new Plastic Type-7 :(",One person found this helpful,4.0 out of 5 stars
Not happy with the new flavor for the sugar free one. They use Xylitol as the sweetener which I can't stand bc it makes me feel bloated. Also the mixture didn't dissolve all the way. It had small chunks at the bottom. Yuck! Couldn't finish it! Please go back to the old flavor! I talked this up to so many friends and handed them out when people were over. Not sure I'd that now. :(,Go back to the old flavor!,4 people found this helpful,1.0 out of 5 stars
I was skeptical at first but it really works for me. I still feel tired in the morning because when I do drink I’m usually out until 4-6 in the morning. But I don’t feel that bad hangover that makes me want to stay in bed all day and regret drinking. I would just recommend to drink electrolytes before a night out and before going to bed to assist in a better morning.,Stuff works.,One person found this helpful,5.0 out of 5 stars
"WELL, I READ ALL THE REVIEWS. YES, IT TASTES TERRIBLE (THIS DOESN'T BOTHER ME). BUT, IT DID NOT WORK FOR ME. I STILL HAD BAD HEADACHES IN THE MORNING AND FELT GROSS. AND I GUESS YOU CAN'T RETURN IT EITHER SO BUMMER.",DIDN'T WORK FOR ME :(,5 people found this helpful,1.0 out of 5 stars
