Review Text,Review Title,ReviewRating,Review Stars
"I don't drink much. But when I do, I get pretty smashed.After a great night of way too many tequila sunrises & tequila shots, I woke up today feeling miserable: on the borderline of puking, an upset stomach, dehydrated, and a raging headache. I remembered I had this in my medicine drawer, pulled out one tablet, dropped it in water, stirred it up & chugged- on an empty stomach and within a few minutes of waking up.I kid you not, at most 5 minutes later I was back to my good old happy self. This stuff is magic. Science. But magic. Get this.I came all the way here just to tell you it works!P.S: If you buy it from their website its a better deal ;)",I bought this a couple months ago and forgot about it,One person found this helpful,5.0 out of 5 stars
"Didn’t Work!!!  Didn’t Work!!!  Didn’t Work!!!  Didn’t Work!!! Taste Is Awful!! Taste Is Horrible, It Would Be Worth Dealing With The Horrible Taste, If It Worked To Clear Up The Hangover. But It Does Not Work!!!!!",It Sucks More Than The Hangover Itself,One person found this helpful,1.0 out of 5 stars
"This product works!  Let’s face it, sometimes we have a few too many glasses of wine or cocktails... My wife & I love blowfish because someone told us about it & gave us a couple packets to try.  We had no choice one early morning when our 2 young kids were needing us... one dose for each of us & we were truly fine & 90% fully recovered within a 1/2 hour!  We immediately bought our own supply- just in case!  And it has become a lifesaver on those occasional mornings after overdoing it a bit!",This product worked for us!,One person found this helpful,5.0 out of 5 stars
"Before I discovered Blowfish for Hangovers, I was a mere child drinking only on weekends. ""ROOKIE"", ""NOOB"" are just a few of the things the Boys would yell at me. The humiliation I felt was too much to bear, I needed to find a way out.Night after night, Google search after Google search left me feeling hopeless, was there no cure?!Then one night, defeated from 2 Smirnoff Ice's, I lay there helpless in bed. Scrolling through social media on my phone, ""what is this?"" I say aloud. ""An ad"" I proclaim! But this was no ordinary ad my fellow readers, it was the cure!Since incorporating Blowfish for Hangovers into my diet, gone are the days of name calling and low calorie beer drinking.  Now the Boys yell ""Champ"" and ""Legend"", and that child weekend days past has become a man.",I have found the Elixir of Life and its name is Blowfish!,no rating,5.0 out of 5 stars
Aspirin and caffeine. That's it!! You can't return it either.,Waste of money.,2 people found this helpful,1.0 out of 5 stars
I took this on a trip where I knew there would be heavy alcohol consumption. I had one package the first day and felt no relief at all. I would not re on end this product.,Did not work,One person found this helpful,1.0 out of 5 stars
"this is not a magic pill that removes the hangover, it cures symptoms of the hangover, giving you enough energy and settle your stomach enough to get food in you and start drinking more water/gatorade/etc.  good enough to get you off the couch and move around but have realistic expectations.",not a magic cure,3 people found this helpful,4.0 out of 5 stars
"I was very skeptical of this product having tried SEVERAL other hangover remedies from herbal supplements, liver detox, and drinks. While the other stuff did help a little, this is more or instant gratification. 15 minutes after drinking this you feel pretty functional. I think it helps because you drink it with water. My only complaint is Its a little pricey for only 6 doses. They market it as ""twelve tablets"" but each dose is 2 tablets so you only get 6 ragers out of a $12 box. But after all is said and done i would say this product is New Orleans APPROVED!",New Orleans Bourbon St. APPROVED Product,no rating,4.0 out of 5 stars
"Popped 2 tablets into 16oz of water as soon as I woke up, the morning after having some drinks the evening before and only about 5 hours of sleep.  About 15-30 minutes after I took the product, I did begin to feel better.  I noticed that my headache was not as severe and that I had more energy.  I’m not a fan of the lemon flavor...it’s pretty rough, but I do think the tablets helped to make me feel better.  I would recommend this product and I will be using it again in the future.",Blowfish for Hangovers,One person found this helpful,4.0 out of 5 stars
"I take two of these in a big glass of water every morning that I wake up with a hangover, and it's worked better than anything else I've tried. I don't think it's magic--it seems like it's basically just a combination of Tylenol, caffeine, and Alka-Seltzer, but it's conveniently packaged into one tablet and individual doses. If you're okay paying a cost premium for that packaging, then it's great to have around.It dissolves in water within a minute, and has a light lemon flavor that is easy to drink.",Best Hangover Cure,no rating,5.0 out of 5 stars
"Ok not really, but when I wake up with one now the first thing I do is reach for a blowfish. The entire thing has become a bit of a hangover ritual for me. The comforting fizz of the tablets dissolving, The chugging of the entire glass of water after its dissolved. The refill of said glass so I make sure to get every bit of dust of the blowfish goodness. I legitimately feel better a short while after taking this. Not ""I'm ready to get out and go run a 5k!"" better. But at least I'm ""I don't think I'm going to die"" better. I've tried many other hangover cures both before and after trying this one, and this is THE one my wife and I keep coming back to. It's definitely worth trying.",I actually look forward to hangovers!,One person found this helpful,5.0 out of 5 stars
I am known for getting terrible hangovers. Like the I lay in bed until 8pm the next day kind of hangovers. My world changed when I found out about blowfish 6 months ago. Over these 6 months and have had ZERO hangovers (I've used over a dozen times) and I've given to all of my friends and they have had the same experience. Blowfish is literal magic.,This is the closest thing to magic I've ever seen,6 people found this helpful,5.0 out of 5 stars
"Woke up feeling bleugh after drinking the white wine I had got in for a friend if she came for Christmas. Dropped this in a glass before letting the dogs out and chugged it when I got back in. Felt right as rain in about 10 minutes! Not sure how it would work on a hangover from hell, but I'm sure we'll see over lockdown Christmas!",Worked quickly for a light bleugh!,One person found this helpful,5.0 out of 5 stars
"I have always been skeptical of trying this because if it works, no lesson learned lolWell, for me this does work very well. Doesn’t magically cure a hangover completely but it does prevent me from being out of commission half day after over consuming.Drink a glass of water before bed and a glass in the morning with Blowfish and it’s a huge difference than just trying water/ibuprofen or aspirin. Already recommended to a few friends.",It does work,no rating,5.0 out of 5 stars
"My boyfriend I swear by this stuff... it is 2 effervescent pills per packet that drop in to water. They take max 30 seconds to dissolve, but you usually need to stir or swirl the glass to get the product to not all fall to the bottom of the glass. You feel better in 5-15 minutes and has helped a lot of friends with headaches and/or nausea from hangovers, or even general headaches. Based on the product price and free shipping with Prime, purchasing this product on Amazon is definitely worth it - CVS sells them in store for at least $12 and Walgreens offers them online. I always have these on hand, in travel bags, or my purse.",Highly suggest - fast and worth the price,4 people found this helpful,5.0 out of 5 stars
"I drink too much more often than I should… if I take this before I go to bed, or when I wake up with a hangover, it gets rid of it within an hour… the nausea, headache, neck ache, everything… I don’t go out anymore without having some waiting on me! It doesn’t taste any worse than any Alka Seltzer type medicine.",Best Hangover Relief,no rating,5.0 out of 5 stars
"I was surprised this product really work. It dose not totally alleviate the hangover, but it was definitely not as intense. I get hangovers from drinking 2 glasses of wine, so I was interested to see if these really do work. It taste similar to alka seltzer, but alka seltzer has never really helped me with a hangover.",Dose work,One person found this helpful,4.0 out of 5 stars
"Gave it 4 stars bc it's very similar to Alka Seltzer but helps, however Alka I believe is less expensive",Last review mentioned it worked pretty well then I realized it's basically Alka seltzer,One person found this helpful,2.0 out of 5 stars
"I've been experiencing hang overs for 30 years, and this is the real deal. It takes alittle time to work. So what I do, the first time I open my eyes after a night of drinking, I put in a water bottle and down it. Then I get back in bed. The next time I open my eyes, the throbbing pain is gone. So, yeah, I recommend it. Sincerely, a heavy drinker",It will help!,One person found this helpful,5.0 out of 5 stars
"Tastes like salty, lemon lime. I am not crazy about the taste, but if you have a light hangover- this stuff will make you feel a bit better.  If you have a few drinks and wake up with a foggy mind and headache- this will help clear your mind.  I found it made me more alert, less foggy, and my headache was lessened.  It is not a 100% cure, but it will help you feel a bit better!",Good to help a light hangover,no rating,4.0 out of 5 stars
there is no longer a need to suffer through a hangover from drinking whiskey and draft beer the night before now that we have this!  Blowfish is an excellent product in my opinion.  You begin feeling relieved from your hangover within minutes of taking this.  Highly recommend!,An excellent solution for curing a hangover,no rating,5.0 out of 5 stars
Did feel slightly more alert but made me feel far worse and very weird. I woke up this morning with a slight hangover within minutes after taking one of these I feel completely horrible and strange. This is not for me and I could not return the remainder. So I'm stuck with useless overpriced Alka-Seltzer like discs.,Intensifies hangover,One person found this helpful,1.0 out of 5 stars
"This stuff didn’t work for me at all. I took it right when I woke up and still proceeded to throw up profusely the entire next day. Although it tastes great, if you truly had too much to drink, this won’t help. You’re better off with a morning recovery drink or any other hangover pill that has DHM, Milk thistle, Prickly pear, B vitamins, etc.",Doesn’t work,One person found this helpful,1.0 out of 5 stars
"Blowfish is a godsend!  You don't have to be 'hungover' to enjoy this.  Feeling groggy or maybe a bad food coma from last night?  Take a blowfish!  It will push you through the groggy, garbage feeling.  I used to work a shift that started 2AM in the morning.  I never felt good waking up that early.  Taking blowfish made me feel like I could take on the day.",Would buy this again in BULK!,3 people found this helpful,5.0 out of 5 stars
Out of pure curiousnes bought these.  On a hangover range from severe to mild these took the edge off both levels but really made a difference after a mild drinking hangover. Severe hangovers absolutely are not even touched by this product. Bottom line buy if you get mild hangovers and drink in moderation. Not for a crazy night of binge drinking.,Medium effectiveness,5 people found this helpful,3.0 out of 5 stars
"Blowfish is like a good tasting Alka Seltzer. Easy to take and easy on the stomach after a hard night.  Hear about lots of hangover ""cures"" but this one actually works. Takes care of the headache fast and the caffeine is an added boost. Will buy this product again and I have also recommend to my friends!",Does the trick!,no rating,5.0 out of 5 stars
"this product tastes terrible, is extremely expensive for only six HALF servings & gave two of my friends anxiety from the caffeine in it! Do not recommend!",Could be dangerous with people who can’t handle a lot of caffeine,4 people found this helpful,1.0 out of 5 stars
This stuff is magic. Have had more hangovers than I wanted in 2020 but midway thru my friend suggested this and its great for the next day blues. Gets me hydrated and feeling back to life. Keep a box at all times. I mix mine with a little seltzer water. Taste is more than tolerable.,The hangover cure,no rating,5.0 out of 5 stars
"I find myself with hangovers more than I’d like at this age, and this stuff brings me back to life. It is hard to choke down since it doesn’t taste great, but it’s so worth it about 30 minute later. I bought another pack to take on my All Inclusive resort vacation.",Must have for late 20s,no rating,5.0 out of 5 stars
This is the most stupid thing I could have ever buy! My bad didn’t read the ingredients before it’s basicall Alkaseltzer with caffeine ( which doesn’t help for hangover ) - just four times more expensive than regular alkaseltzer,Stupid product!,5 people found this helpful,1.0 out of 5 stars
"If you have a hangover, blowfish is a must for you. It’s just like Alka-Seltzer but tastes much better and actually helps you feel better. I always have some around for when I accidentally overindulge.",This stuff WORKS!,no rating,5.0 out of 5 stars
"Helps your headache, and rolling stomach at the same time!  Super fast too!  Aspirin instead of acetaminophen (which is in Tylenol and causes liver issues!).  Works like an alkaseltzer, I break the tabs in half and drop in a bottle of water.  Make sure to take a big swig of the water first, it bubbles a lot at first!","Very helpful, super fast!",no rating,5.0 out of 5 stars
I believe in this stuff so nuch that I give half of what I buy to friends because I want them to try it too. I take before I go to bed after drinking (too much) and no hangover in the morning. Also works great for a headache or upset stomach not associated with a hangover.,Love this stuff!,no rating,5.0 out of 5 stars
"I wanted to barf. However, about 20 minutes after I drank this, I was functioning like a normal human being. I did get hungry and start to feel very hungover again but I'm not sure the tablets could have helped that.",I think it works??!,no rating,4.0 out of 5 stars
"I'm actually not a big drinker (hence the bad hangovers!) but I have found that this is the quickest way to get an anti-inflammatory and some caffeine/vitamins into the body when you have an injury (in this case, bad tendonitis).  I drink one tab before spin class and it's a great start to the day.  So far, that hasn't impacted the effect when I have an extra drink that I regret, so I think it's a solid investment all around!  The only thing that could be better is potentially a stomach-settling agent for truly rough hangovers.",Not Just for Hangovers!,2 people found this helpful,4.0 out of 5 stars
"I was skeptical, but this stuff works!! I had a rough night involving way too much tequila last night, and took it this morning. After about an hour, my hangover symptoms went away, and my brain could actually function. The only thing I’m missing is energy now, maybe I can find some b vitamins to help with that.",Killed my hangover!,no rating,5.0 out of 5 stars
This product does NOTHING for a hangover. Take 2 aspirin and drink some coffe n you will have the same effect. I’ve tried these multiple times and gave them a chance and they aren’t affective. Drank 2 about an hour and a half ago and I’m still in bed dying with a pounding headache and wanting to throw up. I’d like my money back and I think I will stick with the liquid IV packets. Now THOSE are affective!,Does not work!,3 people found this helpful,1.0 out of 5 stars
I used it the other morning after a night of drinking and it tastes horrible but i thought i could get through that. after drinking about half of the water I became sick and throwing up violently. I didn’t feel nauseous before but after 10 mins with that in my stomach it was game over.,Made me sick,One person found this helpful,2.0 out of 5 stars
"THIS SAVED MY LIFE THIS MORNING! I always get ready bad headaches and hangovers and so much nausea...... I popped the tablets in water drank it and an hour, AN HOUR LATER I FELT LIKE A MILLION BUCKS!!!!!!!!! I loved it so much I literally bought another pack today and gave some to my friends who are now obsessed. I LOVE THIS STUFF THE TASTE IS GREAT AND REFRESHING!",HANGOVER CURE- LEGIT (: already bought and subscribed for monthly it’s that good!,2 people found this helpful,5.0 out of 5 stars
"GREAT for fast hangover relief!!! Would be even better if B vitamins were added... I just take a multi along with the dissolved tablet. Oh.... and it tastes even better if you use chilled water, it just takes a little longer to dissolve. And drink it soon after it dissolves otherwise it get a salty taste as opposed to citrus!! Cheers!!",Good Stuff,no rating,5.0 out of 5 stars
"This is my new saving grace for those nights I am over served!  I drop it into a bottle of flavored water when I wake up (it's better to do it before you go to bed, but that doesn't always happen if you're over served!) and I can feel my hangover start to fade.  It doesn't cure it, but it definitely lessens the blow, which is great when you have terrible hangovers like I do.  Cheers!",It works!,no rating,4.0 out of 5 stars
I am embarrassed 😳 that I didn't check the ingredients.  This is the same as BC powder (except flavored). Aspirin and caffeine. Very very expensive cool name. I feel sooo stupid.,Copy cat rip off w/cool name.,no rating,1.0 out of 5 stars
"The taste is good and it does pretty well overall for minor hangovers. When headaches are really bad, I'll have to take a second dose or combine with something else. **Not recommending doses for anyone -  This is just my testimony** It's definitely worth seeing how it works for you!",Pretty good aid,no rating,5.0 out of 5 stars
Complete waste of money! Do not buy! Basically bad tasting alka seltzer that doesn’t do anything. And it’s non returnable or refundable,Waste of money!! Do not buy,One person found this helpful,1.0 out of 5 stars
"Looking for a miracle? Look no further. I went from feeling like death - having to crawl on the floor to get to the bathroom, all curtains drawn, we know the drill - to full on dance-cleaning my house within 30 min. of taking this stuff. Have saved many a friend and family member from likewise experiences. Will turn the most evil of foes into your selfie BFF. Keep this stocked on the reg. Trust me.",Keep this stocked on the reg. Trust me.,One person found this helpful,5.0 out of 5 stars
"We have been using Blowfish for a few years now.  Not as a hangover remedy, but for headaches.  It is truly the quickest way to put a headache to bed.  When I feel a headache coming on, I take a blowfish and within 10-20 minutes, it is GONE!  I suffer from occasional migraines also and this is the only product that works for me.  I would give this 10 stars if I could!!  Worth every penny!",Best headache cure around!,5 people found this helpful,5.0 out of 5 stars
"I’m very conflicted on this. I bought this for the day after New Year’s Eve (my biggest hangover day of the year besides my birthday). I think it tastes absolutely terrible and it actually made me throw up (was already nauseous from the hangover). However, a few hours after taking it I feel much better than I usually do the day after drinking. Headache is gone and I feel much better than I usually do the day after heavy drinking.",Tastes bad but seems to work,no rating,3.0 out of 5 stars
"I was duped by this as a hangover relief and did not realize that it is just standard asprin and caffeine.  Please save your time and money and just get these items cheaper at another source. Worst part is that I cannot return the item, it is non returnable **WARNING**. $12 wasted on nothing but a gimmick.",WTF - Caffeinee and Asprin!!,One person found this helpful,1.0 out of 5 stars
I have always gotten the worst hangovers even from a couple glasses of wine. I took this stuff to Vegas with me and it was a lifesaver! I don’t think I would’ve left the bed after the first night for the rest of my trip if i didn’t have these!,Hangover cure!,no rating,5.0 out of 5 stars
Product isn’t good at all. It literally made me sicker. I guess you get what you pay for. I gave it a try twice and was shaky the whole day until I sobered up after my hangover.,Not for me,One person found this helpful,1.0 out of 5 stars
"As for an all in one hangover remedy, it’s not too bad. I can get better relief from pedialyte and aspirin though. If you’re in a hurry though, throw a couple tabs in a water bottle and run out the door. You’ll get some relief.",Not too bad,no rating,4.0 out of 5 stars
I love these. I swear by them and give them to my friends at the start of an evening. The taste is great with about 6-8 oz cold water.  I always feel better and don't get a hang over,Hang over fix,no rating,5.0 out of 5 stars
"Don’t believe what’s been said on the answers. This is 6 doses not 12. There’s 2 drops in one package. I read the reviews and it said you got 12 doses and that’s not true. You get 6. The person that is answering questions is lying. Don’t waste your money. Bad move blowfish, bad move",The fine print don’t matter,2 people found this helpful,1.0 out of 5 stars
"I liked these alkaseltzer type pills. Easy to take, they had a good flavor and it defiantly did help with my hangover. It took about 30minutes to kick in. These are the best that I have tried.",Takes away the hangover,no rating,3.0 out of 5 stars
