Review Text,Review Title,ReviewRating,Review Stars
"I’m a regular drinker and I only take these if I’ve gotten drunk and I have to get up early for work the next day. They do help, but they are by no means a miracle cure. I don’t really get bad hangovers, but they help with the brain fog and “hangxiety” by about 30-40%.I think they are pretty overpriced at roughly $35 for 12 doses. Also, they have obscenely wasteful packaging. They come in a larger than necessary box with a beer cozy and a pamphlet every single time. All that stuff goes in the trash. Maybe skip the beer cozy that no one wants and lower the price a tad.","Works somewhat, but overpriced and wasteful packaging",2 people found this helpful,3.0 out of 5 stars
"Really wanted this to work, but it didn't.  I can't drink more than one beer (no not gluten intolerant)  All alocohol will give me a hangover, but beer is the worst and most predictable.  So the other night I went to test this out.  I had a whopping 3 beers,  taking the product per direction (2 pills after a drink) and a pint of water after each drink.  Guess what 3 am woke up with a hangover.  I will put this in the category of a Fail.",No difference,10 people found this helpful,1.0 out of 5 stars
"I’ve been a moderate drinker for many years, and I recently cut back to drinking less frequently, so, I’ve only used this product twice so far.In the past, I purchased two other Cheers products (Protect and Hydrate).  The “Restore” product never really seemed cost-effective for me when I was drinking more frequently, since one bottle only contain 10 doses.  I wish there were more doses for the price of the product.As for how it works: It did seem to help minimize the negative effects of alcohol, but it wasn’t as noticeable as I expected.  I did feel slightly better during the night and the next morning, so it definitely did something.  I think I need to try it after having more than 2 drinks.  Maybe then I’d notice a bigger impact.P.S.  Amazon asked me to rate the “thickness” of this product- no idea what that means in relation to Cheers Restore After Alcohol Aid.","Seems to “work”, but I wish for more doses per bottle!",One person found this helpful,4.0 out of 5 stars
"I get the worst hangovers and I get them very easily. Sometimes, I'll have 2-3 IPAs and feel terrible the entire next day (while hardly being buzzed the night before). It's been so frustrating, that I had stopped wanting to drink at all. So I've been actively searching for anything that could help just a little bit. I first tried cheers about a year ago.  I was extremely skeptical, as I have tried other hangover remedies with no success. But Cheers has been a lifesaver for me.  I feel 100X better than I used to feel when I wake up after drinking. Even after big celebrations, like weddings, I feel great the next day and can even eat and drink mimosas in the morning-- which is worlds different from laying the fetal position with saltines and gatorade.  I bought a bottle for each of my groomsman for my upcoming wedding. For just a few dollars per outing, this is very much worth it. I've even passed this on to friends and family who agree that it works wonders for them as well. I'm not sure if it works for everyone- but if you're in the same boat as me and get hangovers easily from limited alcohol consumption, I would definitely give it a shot! Thank you Cheers!",IT WORKS!- a lifesaver,46 people found this helpful,5.0 out of 5 stars
"This is our second order.  Personally, I like the powder best but it's hard to come home and then chug a full thing of water when you're obviously using this product because you have probably had one too many.....That being said, I feel it does work, especially for my husband who is no stranger to punishing his liver on a regular basis....  The bottles seemed smaller, the packaging was nice, but really not necessary to be that fancy.  I would rather have a cheaper price & some bubble wrap vs. the box.  Worth a shot, give it a try!",Your head will thank you!,8 people found this helpful,4.0 out of 5 stars
"I am going to be 34 soon and decided to give this a try since my hangovers nowadays make me feel like death on earth!  Yes I know the solution is ""just don't drink"", but come on people, that is easier said than done!  I used this product several times to get a feel for how well it works.  I don't feel like it 100% makes you feel like you didn't drink (I was still thirsty in the morning, still felt like I could eat the world the next morning and unfortunately still made too many trips to the bathroom the next day) BUT it does significantly help with tiredness and the other crappy hangover effects that make it super hard to function the next day.  After taking these pills before bed, I was actually functioning the next day at the normal level I do when I am not hungover (except being more thirsty, hungry and poopy the next day).  I highly recommend this if you want to minimize the effects of the dreaded hangover.",Minimizes Hangovers,4 people found this helpful,4.0 out of 5 stars
"The protective lid on the jar looked breached when I removed the lid. At first, I didn’t think too much into it since the adhesive on these lids sometimes peel up, but then I thought I’d count the amount of pills in the jar. I counted 31, in a jar that’s clearly marked 36. I haven’t tried the product yet (debating if I even should now), so I can’t give a fair product review in regards to effectiveness, but this is pretty ridiculous considering the rest of the clean packaging and already high price tag in my opinion.",Protective lid not sealed. Pills missing!,6 people found this helpful,1.0 out of 5 stars
Not a fan of this product at all. I used it on 4 different occasions and each time I woke up with an awful headache the next morning. I took 3-4 capsules before bed and drank a bottle of water each time. I don’t recommend this product at all wish I could return it for my money back. I’m better off with just taking a couple Advil before bed.,Didn’t work at all,12 people found this helpful,1.0 out of 5 stars
"I was encouraged by the Shark Tank tag, but it turned out to be a hoax product in the end.  My friend tried it before I did, and it turned her normal one-day hangover into a three-day hangover.  I thought maybe she was just really hungover, or coincidentally sick those days, but I tried it as well.  Made me feverish, had horrible digestion issues, couldn't sleep, felt horrible for two days.  If I'd had more to drink than I did and not taken these dumb pills, I'd have felt better than I did after taking them.  Don't waste your money!",DON'T BE FOOLED! IT DOESN'T WORK!!,7 people found this helpful,1.0 out of 5 stars
"When I started taking this product, it caused a lot of cystic acne up on my chin. As I didn't link the product to the problem I continued taking them because they do work for hangovers.... that's why I gave them two stars.  But what I didn't know when I read the ingredients for typical acne culprits is that in some people (probably those prone to acne breakouts I would guess) too much Vitamin B12 can cause acne.  I have a tendency towards hormonal acne which appear usually when I slip up with my diet with milk and soy. When I started taking these I had also gone out to eat and just figured that I must have eaten something incorrectly or something had gotten past my radar. After a week of purging both on my chin and purging my kitchen of anything new I started digging into information online.  Hope this helps anyone else going through the same issue.",Caused Acne Flare Up,no rating,2.0 out of 5 stars
"After I turned 30 I started getting hangovers. As I got older, they got worse to the point where even when, after a night of drinking where I wasn't drunk, I'd get terrible sleep and wake up with a headache. That's just unfair right? You shouldn't have to be hung over after actually practicing moderation!I'm a science-minded individual, and therefore a skeptic. So when I heard about these new hangover preventions I was extremely skeptical, even though they have sciency-sounding reasoning behind them. So do essential oils and accupuncture and all sorts of woo medicine treatments right?But, I don't believe hangover prevention is permanently out of reach, and I realized that when someone did figure it out they'd have those same sciency-sounding marketing materials. And it was cheap enough that I figured if it didn't work (which I thought was almost certain) well, it was just the cost of a couple drinks lost. No big deal.So imagine my surprise the first night I imbibed too much, took Thrive, and woke up feeling normal. I ""experimented"" (a.k.a. got drunk) a few more times, and the same thing. I gave it to friends for peer review, and they replicated my experiments with the same results.This stuff actually works. It does. It's not a miracle cure. If you drink enough, you're still going to feel it. But you'll feel it a lot less. If someone asked you if you'd pay a few bucks to turn that bad hangover into a mild one, or a regular one into nothing, you'd say yes in a heartbeat right? That's basically these pills. For what works out to about the price of a couple cups of coffee, these pills save you hours of pain and suffering. That's a great deal.","I'm as surprised as I was skeptical, but this stuff works.",One person found this helpful,5.0 out of 5 stars
"Last night I was mixing different kinds of alcohol and had somewhere to be today so I figured it was the perfect time to try these out. When I woke up I felt like I had had too much caffeine. Shakes, pounding heart, couldn’t sit still and cold sweats. Things did not improve from there. A few hours later I was VIOLENTLY ill, vomiting & going to the bathroom and the scary part was I was drinking tons of water for the dry mouth I also had and couldn’t pee. About 13/14 hours after I had taken the pills (I took 3 as directed on bottle) things slowly started improving but I still feel funky and my heart keeps racing every now and then even though I’m just sitting on my couch. Needless to say I didn’t make it to where I wanted to go today, and spent the day wondering if I’d end up in ER.",Made me sick,3 people found this helpful,1.0 out of 5 stars
"I have been using Cheers for over a year now, and I feel like I don't want to drink without it. I'm in college, so needless to say, my friends and I can get pretty wild sometimes. But no matter how much I drink, if I take three pills, I feel oddly fine the next morning. There still may be some very slight brain fog or like the echo of a headache, but I'm never anxious, I've never had a terrible headache, or been in a bad mood the next day after drinking. I need to keep these to myself since my friends like it, too. The only feedback I have to give Cheers is to find a way to make the product cheaper-- it could help a lot of people! But it's still worth it 110%, and I'll be a customer for life.",What is this black magic?? IT WORKS!,2 people found this helpful,5.0 out of 5 stars
"I'll be honest. I thought this was a scam. I came for these after seeing Facebook comments saying they work.They really, really do.If you're a professional drunk like me, you know that B12 can work wonders for hangovers. I figured these were just fancy branded B12 pills. They are absolutely not. While they do contain a lot if B12, they also contain a lot more of other things, including a super secret special Japanese magic natural ingredient from the heavens. I don't know what it is, but it works.Directions says to take 3 before passing the hell out after boozing. I've only taken 2, and let me tell you, it is a world of difference. No artillery headache, no seasick queasiness. The next morning, all I felt was worn out from a night if debauchery. You'll still feel sluggish, but you will not be sick.I've always believed in the hangover trifecta: B12, pedialyte, greasy food. Even still, after a night of serious boozing, I needed a 12 hour recovery period. Cheers has totally supplanted the trifecta and caused an alcoholic power struggle in my liver. I can drink more, better, and not beg for death the next day.I'm just as surprised as you are. There really is a hangover cure. God bless America.",Believe the rumors-- this stuff really honestly does work,no rating,5.0 out of 5 stars
"I hate to write this because initially, I loved this product.  I recommended it to many friends and family, however, I am in hospital right now. I came in for abdominal pain, bloating,urine brown. I thought possible bladder infection. After tests My liver enzymes levels were through the roof . One of my levels was 1672 normal range is 30. I’ve been here 3 day numerous test all healthy, liver had no physical signs of damage through ultrasound and ct. Drs were stumped.  All my tests scans urinalysis, all healthy . Finally I gave dr information on cheers restore.. They looked it over and have decided this has caused my issues . I am a healthy individual. It doesn’t happen to everyone but be aware it can.",Elevated liver enzyme levels,no rating,1.0 out of 5 stars
"A good friend was having a party with a basically open bar to celebrate her birthday. To test these out five of us, women ranging from 28-50 all took these at the end of the night (we all took 3 each). Four of the five of us had no hang over to speak of, and the last one had a headache that went away with some ibprofen. We mixed alcohols and by normal standards we all should have been feeling it the next day. Def recommend this product! And by the way we did give the product to two men that night as well, but both forgot to take them lol.","Did the trick, no hangover in sight!",5 people found this helpful,5.0 out of 5 stars
